UF;NOME DA REGIAO DE SAUDE;COD. DA REGIAO DE SAUDE;NOME DO MUNICIPIO;COD. IBGE DO MUNICIPIO
AC;ALTO ACRE;12001;ASSIS BRASIL;120005
AC;ALTO ACRE;12001;BRASILEIA;120010
AC;ALTO ACRE;12001;EPITACIOLANDIA;120025
AC;ALTO ACRE;12001;XAPURI;120070
AC;BAIXO ACRE E PURUS;12002;ACRELANDIA;120001
AC;BAIXO ACRE E PURUS;12002;BUJARI;120013
AC;BAIXO ACRE E PURUS;12002;CAPIXABA;120017
AC;BAIXO ACRE E PURUS;12002;JORDAO;120032
AC;BAIXO ACRE E PURUS;12002;MANOEL URBANO;120034
AC;BAIXO ACRE E PURUS;12002;PLACIDO DE CASTRO;120038
AC;BAIXO ACRE E PURUS;12002;PORTO ACRE;120080
AC;BAIXO ACRE E PURUS;12002;RIO BRANCO;120040
AC;BAIXO ACRE E PURUS;12002;SANTA ROSA DO PURUS;120043
AC;BAIXO ACRE E PURUS;12002;SENA MADUREIRA;120050
AC;BAIXO ACRE E PURUS;12002;SENADOR GUIOMARD;120045
AC;JURUA E TARAUACA/ENVIRA;12003;CRUZEIRO DO SUL;120020
AC;JURUA E TARAUACA/ENVIRA;12003;FEIJO;120030
AC;JURUA E TARAUACA/ENVIRA;12003;MANCIO LIMA;120033
AC;JURUA E TARAUACA/ENVIRA;12003;MARECHAL THAUMATURGO;120035
AC;JURUA E TARAUACA/ENVIRA;12003;PORTO WALTER;120039
AC;JURUA E TARAUACA/ENVIRA;12003;RODRIGUES ALVES;120042
AC;JURUA E TARAUACA/ENVIRA;12003;TARAUACA;120060
AL;1ª REGIAO DE SAUDE;27001;BARRA DE SANTO ANTONIO;270050
AL;1ª REGIAO DE SAUDE;27001;BARRA DE SAO MIGUEL;270060
AL;1ª REGIAO DE SAUDE;27001;COQUEIRO SECO;270220
AL;1ª REGIAO DE SAUDE;27001;FLEXEIRAS;270280
AL;1ª REGIAO DE SAUDE;27001;MACEIO;270430
AL;1ª REGIAO DE SAUDE;27001;MARECHAL DEODORO;270470
AL;1ª REGIAO DE SAUDE;27001;MESSIAS;270520
AL;1ª REGIAO DE SAUDE;27001;PARIPUEIRA;270644
AL;1ª REGIAO DE SAUDE;27001;PILAR;270690
AL;1ª REGIAO DE SAUDE;27001;RIO LARGO;270770
AL;1ª REGIAO DE SAUDE;27001;SANTA LUZIA DO NORTE;270790
AL;1ª REGIAO DE SAUDE;27001;SATUBA;270890
AL;2ª REGIAO DE SAUDE;27002;JACUIPE;270350
AL;2ª REGIAO DE SAUDE;27002;JAPARATINGA;270360
AL;2ª REGIAO DE SAUDE;27002;MARAGOGI;270450
AL;2ª REGIAO DE SAUDE;27002;MATRIZ DE CAMARAGIBE;270510
AL;2ª REGIAO DE SAUDE;27002;PASSO DE CAMARAGIBE;270650
AL;2ª REGIAO DE SAUDE;27002;PORTO CALVO;270730
AL;2ª REGIAO DE SAUDE;27002;PORTO DE PEDRAS;270740
AL;2ª REGIAO DE SAUDE;27002;SAO LUIS DO QUITUNDE;270850
AL;2ª REGIAO DE SAUDE;27002;SAO MIGUEL DOS MILAGRES;270870
AL;3ª REGIAO DE SAUDE;27003;BRANQUINHA;270110
AL;3ª REGIAO DE SAUDE;27003;CAMPESTRE;270135
AL;3ª REGIAO DE SAUDE;27003;COLONIA LEOPOLDINA;270210
AL;3ª REGIAO DE SAUDE;27003;IBATEGUARA;270300
AL;3ª REGIAO DE SAUDE;27003;JOAQUIM GOMES;270380
AL;3ª REGIAO DE SAUDE;27003;JUNDIA;270390
AL;3ª REGIAO DE SAUDE;27003;MURICI;270550
AL;3ª REGIAO DE SAUDE;27003;NOVO LINO;270560
AL;3ª REGIAO DE SAUDE;27003;SANTANA DO MUNDAU;270810
AL;3ª REGIAO DE SAUDE;27003;SAO JOSE DA LAJE;270830
AL;3ª REGIAO DE SAUDE;27003;UNIAO DOS PALMARES;270930
AL;4ª REGIAO DE SAUDE;27004;ATALAIA;270040
AL;4ª REGIAO DE SAUDE;27004;CAJUEIRO;270130
AL;4ª REGIAO DE SAUDE;27004;CAPELA;270170
AL;4ª REGIAO DE SAUDE;27004;CHA PRETA;270190
AL;4ª REGIAO DE SAUDE;27004;MAR VERMELHO;270490
AL;4ª REGIAO DE SAUDE;27004;PAULO JACINTO;270660
AL;4ª REGIAO DE SAUDE;27004;PINDOBA;270700
AL;4ª REGIAO DE SAUDE;27004;QUEBRANGULO;270760
AL;4ª REGIAO DE SAUDE;27004;VICOSA;270940
AL;5ª REGIAO DE SAUDE;27005;ANADIA;270020
AL;5ª REGIAO DE SAUDE;27005;BOCA DA MATA;270100
AL;5ª REGIAO DE SAUDE;27005;CAMPO ALEGRE;270140
AL;5ª REGIAO DE SAUDE;27005;JUNQUEIRO;270400
AL;5ª REGIAO DE SAUDE;27005;ROTEIRO;270780
AL;5ª REGIAO DE SAUDE;27005;SAO MIGUEL DOS CAMPOS;270860
AL;5ª REGIAO DE SAUDE;27005;TEOTONIO VILELA;270915
AL;6ª REGIAO DE SAUDE;27006;CORURIPE;270230
AL;6ª REGIAO DE SAUDE;27006;FELIZ DESERTO;270270
AL;6ª REGIAO DE SAUDE;27006;IGREJA NOVA;270320
AL;6ª REGIAO DE SAUDE;27006;JEQUIA DA PRAIA;270375
AL;6ª REGIAO DE SAUDE;27006;PENEDO;270670
AL;6ª REGIAO DE SAUDE;27006;PIACABUCU;270680
AL;6ª REGIAO DE SAUDE;27006;PORTO REAL DO COLEGIO;270750
AL;6ª REGIAO DE SAUDE;27006;SAO BRAS;270820
AL;7ª REGIAO DE SAUDE;27007;ARAPIRACA;270030
AL;7ª REGIAO DE SAUDE;27007;BATALHA;270070
AL;7ª REGIAO DE SAUDE;27007;BELO MONTE;270090
AL;7ª REGIAO DE SAUDE;27007;CAMPO GRANDE;270150
AL;7ª REGIAO DE SAUDE;27007;COITE DO NOIA;270200
AL;7ª REGIAO DE SAUDE;27007;CRAIBAS;270235
AL;7ª REGIAO DE SAUDE;27007;FEIRA GRANDE;270260
AL;7ª REGIAO DE SAUDE;27007;GIRAU DO PONCIANO;270290
AL;7ª REGIAO DE SAUDE;27007;JACARE DOS HOMENS;270340
AL;7ª REGIAO DE SAUDE;27007;JARAMATAIA;270370
AL;7ª REGIAO DE SAUDE;27007;LAGOA DA CANOA;270410
AL;7ª REGIAO DE SAUDE;27007;LIMOEIRO DE ANADIA;270420
AL;7ª REGIAO DE SAUDE;27007;MAJOR ISIDORO;270440
AL;7ª REGIAO DE SAUDE;27007;OLHO D'AGUA GRANDE;270590
AL;7ª REGIAO DE SAUDE;27007;SAO SEBASTIAO;270880
AL;7ª REGIAO DE SAUDE;27007;TAQUARANA;270910
AL;7ª REGIAO DE SAUDE;27007;TRAIPU;270920
AL;8ª REGIAO DE SAUDE;27008;BELEM;270080
AL;8ª REGIAO DE SAUDE;27008;CACIMBINHAS;270120
AL;8ª REGIAO DE SAUDE;27008;ESTRELA DE ALAGOAS;270255
AL;8ª REGIAO DE SAUDE;27008;IGACI;270310
AL;8ª REGIAO DE SAUDE;27008;MARIBONDO;270480
AL;8ª REGIAO DE SAUDE;27008;MINADOR DO NEGRAO;270530
AL;8ª REGIAO DE SAUDE;27008;PALMEIRA DOS INDIOS;270630
AL;8ª REGIAO DE SAUDE;27008;TANQUE D'ARCA;270900
AL;9ª REGIAO DE SAUDE;27009;CANAPI;270160
AL;9ª REGIAO DE SAUDE;27009;CARNEIROS;270180
AL;9ª REGIAO DE SAUDE;27009;DOIS RIACHOS;270250
AL;9ª REGIAO DE SAUDE;27009;MARAVILHA;270460
AL;9ª REGIAO DE SAUDE;27009;MONTEIROPOLIS;270540
AL;9ª REGIAO DE SAUDE;27009;OLHO D'AGUA DAS FLORES;270570
AL;9ª REGIAO DE SAUDE;27009;OLIVENCA;270600
AL;9ª REGIAO DE SAUDE;27009;OURO BRANCO;270610
AL;9ª REGIAO DE SAUDE;27009;PALESTINA;270620
AL;9ª REGIAO DE SAUDE;27009;PAO DE ACUCAR;270640
AL;9ª REGIAO DE SAUDE;27009;POCO DAS TRINCHEIRAS;270720
AL;9ª REGIAO DE SAUDE;27009;SANTANA DO IPANEMA;270800
AL;9ª REGIAO DE SAUDE;27009;SAO JOSE DA TAPERA;270840
AL;9ª REGIAO DE SAUDE;27009;SENADOR RUI PALMEIRA;270895
AL;10ª REGIAO DE SAUDE;27010;AGUA BRANCA;270010
AL;10ª REGIAO DE SAUDE;27010;DELMIRO GOUVEIA;270240
AL;10ª REGIAO DE SAUDE;27010;INHAPI;270330
AL;10ª REGIAO DE SAUDE;27010;MATA GRANDE;270500
AL;10ª REGIAO DE SAUDE;27010;OLHO D'AGUA DO CASADO;270580
AL;10ª REGIAO DE SAUDE;27010;PARICONHA;270642
AL;10ª REGIAO DE SAUDE;27010;PIRANHAS;270710
AM;MANAUS, ENTORNO E ALTO RIO NEGRO;13001;AUTAZES;130030
AM;MANAUS, ENTORNO E ALTO RIO NEGRO;13001;BARCELOS;130040
AM;MANAUS, ENTORNO E ALTO RIO NEGRO;13001;CAREIRO;130110
AM;MANAUS, ENTORNO E ALTO RIO NEGRO;13001;CAREIRO DA VARZEA;130115
AM;MANAUS, ENTORNO E ALTO RIO NEGRO;13001;IRANDUBA;130185
AM;MANAUS, ENTORNO E ALTO RIO NEGRO;13001;MANAQUIRI;130255
AM;MANAUS, ENTORNO E ALTO RIO NEGRO;13001;MANAUS;130260
AM;MANAUS, ENTORNO E ALTO RIO NEGRO;13001;NOVA OLINDA DO NORTE;130310
AM;MANAUS, ENTORNO E ALTO RIO NEGRO;13001;PRESIDENTE FIGUEIREDO;130353
AM;MANAUS, ENTORNO E ALTO RIO NEGRO;13001;RIO PRETO DA EVA;130356
AM;MANAUS, ENTORNO E ALTO RIO NEGRO;13001;SANTA ISABEL DO RIO NEGRO;130360
AM;MANAUS, ENTORNO E ALTO RIO NEGRO;13001;SAO GABRIEL DA CACHOEIRA;130380
AM;RIO NEGRO E SOLIMOES;13002;ANAMA;130008
AM;RIO NEGRO E SOLIMOES;13002;ANORI;130010
AM;RIO NEGRO E SOLIMOES;13002;BERURI;130063
AM;RIO NEGRO E SOLIMOES;13002;CAAPIRANGA;130083
AM;RIO NEGRO E SOLIMOES;13002;COARI;130120
AM;RIO NEGRO E SOLIMOES;13002;CODAJAS;130130
AM;RIO NEGRO E SOLIMOES;13002;MANACAPURU;130250
AM;RIO NEGRO E SOLIMOES;13002;NOVO AIRAO;130320
AM;RIO MADEIRA;13003;APUI;130014
AM;RIO MADEIRA;13003;BORBA;130080
AM;RIO MADEIRA;13003;HUMAITA;130170
AM;RIO MADEIRA;13003;MANICORE;130270
AM;RIO MADEIRA;13003;NOVO ARIPUANA;130330
AM;MEDIO AMAZONAS;13004;ITACOATIARA;130190
AM;MEDIO AMAZONAS;13004;ITAPIRANGA;130200
AM;MEDIO AMAZONAS;13004;SAO SEBASTIAO DO UATUMA;130395
AM;MEDIO AMAZONAS;13004;SILVES;130400
AM;MEDIO AMAZONAS;13004;URUCARA;130430
AM;MEDIO AMAZONAS;13004;URUCURITUBA;130440
AM;BAIXO AMAZONAS;13005;BARREIRINHA;130050
AM;BAIXO AMAZONAS;13005;BOA VISTA DO RAMOS;130068
AM;BAIXO AMAZONAS;13005;MAUES;130290
AM;BAIXO AMAZONAS;13005;NHAMUNDA;130300
AM;BAIXO AMAZONAS;13005;PARINTINS;130340
AM;REGIONAL PURUS;13006;BOCA DO ACRE;130070
AM;REGIONAL PURUS;13006;CANUTAMA;130090
AM;REGIONAL PURUS;13006;LABREA;130240
AM;REGIONAL PURUS;13006;PAUINI;130350
AM;REGIONAL PURUS;13006;TAPAUA;130410
AM;REGIONAL JURUA;13007;CARAUARI;130100
AM;REGIONAL JURUA;13007;EIRUNEPE;130140
AM;REGIONAL JURUA;13007;ENVIRA;130150
AM;REGIONAL JURUA;13007;GUAJARA;130165
AM;REGIONAL JURUA;13007;IPIXUNA;130180
AM;REGIONAL JURUA;13007;ITAMARATI;130195
AM;TRIANGULO;13008;ALVARAES;130002
AM;TRIANGULO;13008;JAPURA;130210
AM;TRIANGULO;13008;JURUA;130220
AM;TRIANGULO;13008;MARAA;130280
AM;TRIANGULO;13008;TEFE;130420
AM;TRIANGULO;13008;UARINI;130426
AM;ALTO SOLIMOES;13009;AMATURA;130006
AM;ALTO SOLIMOES;13009;ATALAIA DO NORTE;130020
AM;ALTO SOLIMOES;13009;BENJAMIN CONSTANT;130060
AM;ALTO SOLIMOES;13009;FONTE BOA;130160
AM;ALTO SOLIMOES;13009;JUTAI;130230
AM;ALTO SOLIMOES;13009;SANTO ANTONIO DO ICA;130370
AM;ALTO SOLIMOES;13009;SAO PAULO DE OLIVENCA;130390
AM;ALTO SOLIMOES;13009;TABATINGA;130406
AM;ALTO SOLIMOES;13009;TONANTINS;130423
AP;AREA CENTRAL;16001;CUTIAS;160021
AP;AREA CENTRAL;16001;FERREIRA GOMES;160023
AP;AREA CENTRAL;16001;ITAUBAL;160025
AP;AREA CENTRAL;16001;MACAPA;160030
AP;AREA CENTRAL;16001;PEDRA BRANCA DO AMAPARI;160015
AP;AREA CENTRAL;16001;PORTO GRANDE;160053
AP;AREA CENTRAL;16001;SERRA DO NAVIO;160005
AP;AREA NORTE;16002;AMAPA;160010
AP;AREA NORTE;16002;CALCOENE;160020
AP;AREA NORTE;16002;OIAPOQUE;160050
AP;AREA NORTE;16002;PRACUUBA;160055
AP;AREA NORTE;16002;TARTARUGALZINHO;160070
AP;AREA SUDOESTE;16003;LARANJAL DO JARI;160027
AP;AREA SUDOESTE;16003;MAZAGAO;160040
AP;AREA SUDOESTE;16003;SANTANA;160060
AP;AREA SUDOESTE;16003;VITORIA DO JARI;160080
BA;ALAGOINHAS;29001;ACAJUTIBA;290030
BA;ALAGOINHAS;29001;ALAGOINHAS;290070
BA;ALAGOINHAS;29001;APORA;290190
BA;ALAGOINHAS;29001;ARACAS;290205
BA;ALAGOINHAS;29001;ARAMARI;290220
BA;ALAGOINHAS;29001;CARDEAL DA SILVA;290700
BA;ALAGOINHAS;29001;CATU;290750
BA;ALAGOINHAS;29001;CRISOPOLIS;290960
BA;ALAGOINHAS;29001;ENTRE RIOS;291050
BA;ALAGOINHAS;29001;ESPLANADA;291060
BA;ALAGOINHAS;29001;INHAMBUPE;291370
BA;ALAGOINHAS;29001;ITANAGRA;291590
BA;ALAGOINHAS;29001;ITAPICURU;291650
BA;ALAGOINHAS;29001;JANDAIRA;291790
BA;ALAGOINHAS;29001;OURICANGAS;292330
BA;ALAGOINHAS;29001;PEDRAO;292410
BA;ALAGOINHAS;29001;RIO REAL;292700
BA;ALAGOINHAS;29001;SATIRO DIAS;292970
BA;BARREIRAS;29002;ANGICAL;290140
BA;BARREIRAS;29002;BAIANOPOLIS;290250
BA;BARREIRAS;29002;BARREIRAS;290320
BA;BARREIRAS;29002;BREJOLANDIA;290440
BA;BARREIRAS;29002;CATOLANDIA;290740
BA;BARREIRAS;29002;COTEGIPE;290940
BA;BARREIRAS;29002;CRISTOPOLIS;290970
BA;BARREIRAS;29002;FORMOSA DO RIO PRETO;291110
BA;BARREIRAS;29002;LUIS EDUARDO MAGALHAES;291955
BA;BARREIRAS;29002;MANSIDAO;292045
BA;BARREIRAS;29002;RIACHAO DAS NEVES;292620
BA;BARREIRAS;29002;SANTA RITA DE CASSIA;292840
BA;BARREIRAS;29002;SAO DESIDERIO;292890
BA;BARREIRAS;29002;TABOCAS DO BREJO VELHO;293090
BA;BARREIRAS;29002;WANDERLEY;293345
BA;BRUMADO;29003;ARACATU;290200
BA;BRUMADO;29003;BARRA DA ESTIVA;290280
BA;BRUMADO;29003;BOQUIRA;290410
BA;BRUMADO;29003;BRUMADO;290460
BA;BRUMADO;29003;CATURAMA;290755
BA;BRUMADO;29003;CONTENDAS DO SINCORA;290880
BA;BRUMADO;29003;DOM BASILIO;291010
BA;BRUMADO;29003;ERICO CARDOSO;290050
BA;BRUMADO;29003;GUAJERU;291165
BA;BRUMADO;29003;IBICOARA;291220
BA;BRUMADO;29003;IBIPITANGA;291250
BA;BRUMADO;29003;ITUACU;291720
BA;BRUMADO;29003;JUSSIAPE;291860
BA;BRUMADO;29003;LIVRAMENTO DE NOSSA SENHORA;291950
BA;BRUMADO;29003;MACAUBAS;291980
BA;BRUMADO;29003;MALHADA DE PEDRAS;292030
BA;BRUMADO;29003;PARAMIRIM;292360
BA;BRUMADO;29003;RIO DE CONTAS;292670
BA;BRUMADO;29003;RIO DO PIRES;292690
BA;BRUMADO;29003;TANHACU;293100
BA;CAMACARI;29004;CAMACARI;290570
BA;CAMACARI;29004;CONDE;290860
BA;CAMACARI;29004;DIAS D'AVILA;291005
BA;CAMACARI;29004;MATA DE SAO JOAO;292100
BA;CAMACARI;29004;POJUCA;292520
BA;CAMACARI;29004;SIMOES FILHO;293070
BA;CRUZ DAS ALMAS;29005;CABACEIRAS DO PARAGUACU;290485
BA;CRUZ DAS ALMAS;29005;CACHOEIRA;290490
BA;CRUZ DAS ALMAS;29005;CONCEICAO DA FEIRA;290820
BA;CRUZ DAS ALMAS;29005;CRUZ DAS ALMAS;290980
BA;CRUZ DAS ALMAS;29005;GOVERNADOR MANGABEIRA;291160
BA;CRUZ DAS ALMAS;29005;MARAGOGIPE;292060
BA;CRUZ DAS ALMAS;29005;MURITIBA;292230
BA;CRUZ DAS ALMAS;29005;SAO FELIX;292900
BA;CRUZ DAS ALMAS;29005;SAPEACU;292960
BA;FEIRA DE SANTANA;29006;AMELIA RODRIGUES;290110
BA;FEIRA DE SANTANA;29006;ANGUERA;290150
BA;FEIRA DE SANTANA;29006;ANTONIO CARDOSO;290170
BA;FEIRA DE SANTANA;29006;BAIXA GRANDE;290260
BA;FEIRA DE SANTANA;29006;CANDEAL;290640
BA;FEIRA DE SANTANA;29006;CAPELA DO ALTO ALEGRE;290685
BA;FEIRA DE SANTANA;29006;CONCEICAO DO JACUIPE;290850
BA;FEIRA DE SANTANA;29006;CORACAO DE MARIA;290890
BA;FEIRA DE SANTANA;29006;FEIRA DE SANTANA;291080
BA;FEIRA DE SANTANA;29006;GAVIAO;291125
BA;FEIRA DE SANTANA;29006;ICHU;291330
BA;FEIRA DE SANTANA;29006;IPECAETA;291380
BA;FEIRA DE SANTANA;29006;IPIRA;291400
BA;FEIRA DE SANTANA;29006;IRARA;291450
BA;FEIRA DE SANTANA;29006;MUNDO NOVO;292210
BA;FEIRA DE SANTANA;29006;NOVA FATIMA;292273
BA;FEIRA DE SANTANA;29006;PE DE SERRA;292405
BA;FEIRA DE SANTANA;29006;PINTADAS;292465
BA;FEIRA DE SANTANA;29006;RAFAEL JAMBEIRO;292595
BA;FEIRA DE SANTANA;29006;RIACHAO DO JACUIPE;292630
BA;FEIRA DE SANTANA;29006;SANTA BARBARA;292750
BA;FEIRA DE SANTANA;29006;SANTANOPOLIS;292830
BA;FEIRA DE SANTANA;29006;SANTO ESTEVAO;292880
BA;FEIRA DE SANTANA;29006;SAO GONCALO DOS CAMPOS;292930
BA;FEIRA DE SANTANA;29006;SERRA PRETA;293040
BA;FEIRA DE SANTANA;29006;TANQUINHO;293110
BA;FEIRA DE SANTANA;29006;TEODORO SAMPAIO;293140
BA;FEIRA DE SANTANA;29006;TERRA NOVA;293170
BA;GUANAMBI;29007;BOTUPORA;290420
BA;GUANAMBI;29007;CACULE;290500
BA;GUANAMBI;29007;CAETITE;290520
BA;GUANAMBI;29007;CANDIBA;290660
BA;GUANAMBI;29007;CARINHANHA;290710
BA;GUANAMBI;29007;FEIRA DA MATA;291077
BA;GUANAMBI;29007;GUANAMBI;291170
BA;GUANAMBI;29007;IBIASSUCE;291200
BA;GUANAMBI;29007;IGAPORA;291340
BA;GUANAMBI;29007;IUIU;291733
BA;GUANAMBI;29007;JACARACI;291740
BA;GUANAMBI;29007;LAGOA REAL;291875
BA;GUANAMBI;29007;LICINIO DE ALMEIDA;291940
BA;GUANAMBI;29007;MALHADA;292020
BA;GUANAMBI;29007;MATINA;292105
BA;GUANAMBI;29007;MORTUGABA;292180
BA;GUANAMBI;29007;PALMAS DE MONTE ALTO;292340
BA;GUANAMBI;29007;PINDAI;292450
BA;GUANAMBI;29007;RIACHO DE SANTANA;292640
BA;GUANAMBI;29007;RIO DO ANTONIO;292680
BA;GUANAMBI;29007;SEBASTIAO LARANJEIRAS;293000
BA;GUANAMBI;29007;TANQUE NOVO;293105
BA;GUANAMBI;29007;URANDI;293260
BA;IBOTIRAMA;29008;BARRA;290270
BA;IBOTIRAMA;29008;BROTAS DE MACAUBAS;290450
BA;IBOTIRAMA;29008;BURITIRAMA;290475
BA;IBOTIRAMA;29008;IBOTIRAMA;291320
BA;IBOTIRAMA;29008;IPUPIARA;291410
BA;IBOTIRAMA;29008;MORPARA;292160
BA;IBOTIRAMA;29008;MUQUEM DE SAO FRANCISCO;292225
BA;IBOTIRAMA;29008;OLIVEIRA DOS BREJINHOS;292320
BA;IBOTIRAMA;29008;PARATINGA;292370
BA;ILHEUS;29009;ARATACA;290225
BA;ILHEUS;29009;CANAVIEIRAS;290630
BA;ILHEUS;29009;ILHEUS;291360
BA;ILHEUS;29009;ITACARE;291490
BA;ILHEUS;29009;MASCOTE;292090
BA;ILHEUS;29009;SANTA LUZIA;292805
BA;ILHEUS;29009;UNA;293250
BA;ILHEUS;29009;URUCUCA;293270
BA;IRECE;29010;AMERICA DOURADA;290115
BA;IRECE;29010;BARRA DO MENDES;290300
BA;IRECE;29010;BARRO ALTO;290323
BA;IRECE;29010;CAFARNAUM;290530
BA;IRECE;29010;CANARANA;290620
BA;IRECE;29010;CENTRAL;290760
BA;IRECE;29010;GENTIO DO OURO;291130
BA;IRECE;29010;IBIPEBA;291240
BA;IRECE;29010;IBITITA;291310
BA;IRECE;29010;IRECE;291460
BA;IRECE;29010;ITAGUACU DA BAHIA;291535
BA;IRECE;29010;JOAO DOURADO;291835
BA;IRECE;29010;JUSSARA;291850
BA;IRECE;29010;LAPAO;291915
BA;IRECE;29010;MULUNGU DO MORRO;292205
BA;IRECE;29010;PRESIDENTE DUTRA;292560
BA;IRECE;29010;SAO GABRIEL;292925
BA;IRECE;29010;UIBAI;293240
BA;IRECE;29010;XIQUE-XIQUE;293360
BA;ITABERABA;29011;ANDARAI;290130
BA;ITABERABA;29011;BOA VISTA DO TUPIM;290380
BA;ITABERABA;29011;BONITO;290405
BA;ITABERABA;29011;IACU;291190
BA;ITABERABA;29011;IBIQUERA;291260
BA;ITABERABA;29011;ITABERABA;291470
BA;ITABERABA;29011;ITAETE;291500
BA;ITABERABA;29011;LAJEDINHO;291900
BA;ITABERABA;29011;MACAJUBA;291960
BA;ITABERABA;29011;MARCIONILIO SOUZA;292080
BA;ITABERABA;29011;NOVA REDENCAO;292285
BA;ITABERABA;29011;RUY BARBOSA;292720
BA;ITABERABA;29011;UTINGA;293280
BA;ITABERABA;29011;WAGNER;293340
BA;ITABUNA;29012;ALMADINA;290090
BA;ITABUNA;29012;AURELINO LEAL;290240
BA;ITABUNA;29012;BARRO PRETO;290330
BA;ITABUNA;29012;BUERAREMA;290470
BA;ITABUNA;29012;CAMACAN;290560
BA;ITABUNA;29012;COARACI;290800
BA;ITABUNA;29012;FLORESTA AZUL;291100
BA;ITABUNA;29012;GONGOGI;291150
BA;ITABUNA;29012;IBICARAI;291210
BA;ITABUNA;29012;IBIRAPITANGA;291270
BA;ITABUNA;29012;ITABUNA;291480
BA;ITABUNA;29012;ITAJU DO COLONIA;291540
BA;ITABUNA;29012;ITAJUIPE;291550
BA;ITABUNA;29012;ITAPE;291620
BA;ITABUNA;29012;ITAPITANGA;291660
BA;ITABUNA;29012;JUSSARI;291855
BA;ITABUNA;29012;MARAU;292070
BA;ITABUNA;29012;PAU BRASIL;292390
BA;ITABUNA;29012;SANTA CRUZ DA VITORIA;292780
BA;ITABUNA;29012;SAO JOSE DA VITORIA;292935
BA;ITABUNA;29012;UBAITABA;293220
BA;ITABUNA;29012;UBATA;293230
BA;ITAPETINGA;29013;CAATIBA;290480
BA;ITAPETINGA;29013;FIRMINO ALVES;291090
BA;ITAPETINGA;29013;IBICUI;291230
BA;ITAPETINGA;29013;IGUAI;291350
BA;ITAPETINGA;29013;ITAMBE;291580
BA;ITAPETINGA;29013;ITAPETINGA;291640
BA;ITAPETINGA;29013;ITARANTIM;291680
BA;ITAPETINGA;29013;ITORORO;291710
BA;ITAPETINGA;29013;MACARANI;291970
BA;ITAPETINGA;29013;MAIQUINIQUE;292000
BA;ITAPETINGA;29013;NOVA CANAA;292270
BA;ITAPETINGA;29013;POTIRAGUA;292540
BA;JACOBINA;29014;CAEM;290510
BA;JACOBINA;29014;CALDEIRAO GRANDE;290550
BA;JACOBINA;29014;CAPIM GROSSO;290687
BA;JACOBINA;29014;JACOBINA;291750
BA;JACOBINA;29014;MAIRI;292010
BA;JACOBINA;29014;MIGUEL CALMON;292120
BA;JACOBINA;29014;MIRANGABA;292140
BA;JACOBINA;29014;MORRO DO CHAPEU;292170
BA;JACOBINA;29014;OUROLANDIA;292335
BA;JACOBINA;29014;PIRITIBA;292480
BA;JACOBINA;29014;QUIXABEIRA;292593
BA;JACOBINA;29014;SAO JOSE DO JACUIPE;292937
BA;JACOBINA;29014;SAUDE;292980
BA;JACOBINA;29014;SERROLANDIA;293060
BA;JACOBINA;29014;TAPIRAMUTA;293130
BA;JACOBINA;29014;UMBURANAS;293245
BA;JACOBINA;29014;VARZEA DA ROCA;293305
BA;JACOBINA;29014;VARZEA DO POCO;293310
BA;JACOBINA;29014;VARZEA NOVA;293315
BA;JEQUIE;29015;AIQUARA;290060
BA;JEQUIE;29015;APUAREMA;290195
BA;JEQUIE;29015;BARRA DO ROCHA;290310
BA;JEQUIE;29015;BOA NOVA;290370
BA;JEQUIE;29015;BREJOES;290430
BA;JEQUIE;29015;CRAVOLANDIA;290950
BA;JEQUIE;29015;DARIO MEIRA;291000
BA;JEQUIE;29015;IBIRATAIA;291290
BA;JEQUIE;29015;IPIAU;291390
BA;JEQUIE;29015;IRAJUBA;291420
BA;JEQUIE;29015;IRAMAIA;291430
BA;JEQUIE;29015;ITAGI;291510
BA;JEQUIE;29015;ITAGIBA;291520
BA;JEQUIE;29015;ITAMARI;291570
BA;JEQUIE;29015;ITAQUARA;291670
BA;JEQUIE;29015;ITIRUCU;291690
BA;JEQUIE;29015;JAGUAQUARA;291760
BA;JEQUIE;29015;JEQUIE;291800
BA;JEQUIE;29015;JITAUNA;291830
BA;JEQUIE;29015;LAFAIETE COUTINHO;291870
BA;JEQUIE;29015;LAJEDO DO TABOCAL;291905
BA;JEQUIE;29015;MANOEL VITORINO;292040
BA;JEQUIE;29015;MARACAS;292050
BA;JEQUIE;29015;NOVA ITARANA;292280
BA;JEQUIE;29015;PLANALTINO;292490
BA;JEQUIE;29015;SANTA INES;292790
BA;JUAZEIRO;29016;CAMPO ALEGRE DE LOURDES;290590
BA;JUAZEIRO;29016;CANUDOS;290682
BA;JUAZEIRO;29016;CASA NOVA;290720
BA;JUAZEIRO;29016;CURACA;290990
BA;JUAZEIRO;29016;JUAZEIRO;291840
BA;JUAZEIRO;29016;PILAO ARCADO;292440
BA;JUAZEIRO;29016;REMANSO;292600
BA;JUAZEIRO;29016;SENTO SE;293020
BA;JUAZEIRO;29016;SOBRADINHO;293077
BA;JUAZEIRO;29016;UAUA;293200
BA;PAULO AFONSO;29017;ABARE;290020
BA;PAULO AFONSO;29017;CHORROCHO;290770
BA;PAULO AFONSO;29017;GLORIA;291140
BA;PAULO AFONSO;29017;JEREMOABO;291810
BA;PAULO AFONSO;29017;MACURURE;291990
BA;PAULO AFONSO;29017;PAULO AFONSO;292400
